Index,text
16077,"   _beck    Weil ich nicht möchte, dass Deine persönliche Weltanschauung im Unterricht propagiert wird."
16078,_Hoffgaard Ich habe nichts gegen direkte körperliche Bestrafung der Antifantenbrut an Ort und Stelle ihres Vergehens! 👍 😉
16079,Ich sage nur Maas
16080,nach vielen terminen jetzt in der 4. sitzung des hauptausschusses.
16081,"Traurig, traurig, traurig, so ein Gesocks, was sich nur aufspielen will.    Und auch noch eine Leiche soll es gewesen sein. Das #Rebecca tot sei, besonders auch noch vom Schwager, das glauben nur Idioten. Ehrlich. #findbecci    Mein Mitleid mit den Familien.   https://t.co/QPRNE1wUoR"
16082, _Weidel   Achja..?... führe mich auf den rechten Pfad des Weges
16083,"  Nur ""DER"" hatte noch Soldaten, ""Mutti"" hat nur Flintenuschis Schnullertruppe 😜"
16084,"@georggukla @bahnhofshosting @Professorin_K @berlinsevent @BerLindow @SchoppeCzesch @croydon_de Warum? Nur weil es der Realität entspricht. Ich nehme nun mal kein Blatt vor den Mund.  „Wenn mir ein Arzt nicht sagen darf, dass ich krank bin, bin ich dann nicht krank“  Bester Satz von Ken Jebsen ab 38:12    RUBIKON: Im Interview: „Schluss mit lustig!“  https://t.co/35KBS3svjw"
16085,Wollen wir wirklich das Experiment #Sozialismus noch einmal probieren? Immer mehr Leistungsträger wandern aus - aus gutem Grund! https://t.co/HsXfUjfPrK
16086,"Könnte mal jemand  erklären, dass  nicht 8 und  nicht 5 „Prozent“ verloren haben, sondern jeweils über 20 %. #nurmalso "
16087,in #brisant diskutieren strunz blöde Frauen darüber wie gefährlich gehen ist #ard wie dämlich muss man sein?
16088,#schweden in bürgerkriegsartigen Zuständen! eine lasche konservative und eine irre sozialistische Regierung fluten das Land mit #asylanten
16089,Tunesier werden uns alte Männer pflegen? Ob die das wohl wollen? https://t.co/wX70z77WfS
16090,Unterstützung aus Serbien und Serbische Diaspora in Deutschland !!!
16091,Neues Treffen: Papst Franziskus wird Angela Merkel am Samstag 17. Juni empfangen
16092,"Ist Merkel doch Diktatorin oder ist Merkel CDU?  Merkel SOLL übrigens Physikerin sein,worüber wir uns jedes Mal fast totlachen.  Lieber Herr Merz. Ich bin auch so alt, aber ich habe was IN DIE Birne bekommen. 🙁  Das A…loch #Wiltewka, alias der #EkelWilfred  https://t.co/hGhs1Kxgvp"
16093,Steuererhöhungen sind bestimmt schon in Sack und Tüten. Also schön arbeiten gehen. Da kann einem die Hutschnur platzen. Fragt uns einer ob wir über die Runden kommen?
16094,"  Was ein ""konservativ bis rechtspolitsch""  orientierter Mensch tut, ist niemals gut. Merke(l) dir das!!"
16095,Da wirds einem schlecht bei der Fragestellung von Lanz. Trottel² -- Neuer Tiefpunkt: ZDF-Lanz vs.CSU-Ramsauer. https://www.youtube.com/watch?v=Q0mKYYYYaSg
16096,""" ARD räumt ein: In den Berichten.... "" Ja dann muß doch eigentlich der Herr Innenminister mit der ganzen Härte der deutschen gesetze , denn sowas trieft doch dann vor Hetze , Verdummung , Volksverhetzung ?????????"
16097,"Es ist  die Vorbereitung auf den Krieg - und manche heißen die Eroberer auch noch willkommen!  Und wer sich Sorgen um unser Land macht, wird als Idiot hingestellt."
16098,Weihnachts geschenk für die Geschwister und Verwanden von Frau Merkel.
16099,"Für Merkel steht der Deutsche Bürger nur im Mittelpunkt, um ihn von allen Seiten in den Arsch treten zu können - meine ich!"
16100,"In so einem Fall ist die Herkunft des Täters völlig zweitrangig! Die Justiz trägt die Verantwortung! Wiederholungstäter! Aber frei rumlaufen lassen! Hier gehören die mitbestraft, die das zugelassen haben! ... aber wehe man zahlt seine Steuern oder Strafzettel nicht... Deutschland verkommt zu einer Bananenrepublik!"
16101,"_blaudszun Jung zu sein heißt nicht zwingend auch besser zu sein, bestes Beispiel ist der Juso Vorsitzende!"
16102,Die Grünen töten unsere Vögel und Insekten! Stoppt den Ökowahnsinn! https://t.co/ilLCUwrtPc
16103,Die #SPD ist der Steigbügelhalter von Angela #Merkel. |LBR| #illner
16104,"Wenn man die FPÖ an der Regierung beteiligt, bricht nicht der Faschismus aus, sondern die Korruption. Das war schon bei Schüssel/Grasser ab 2000 so. #Strache"
16105,"   tausche murmel gegen kopf. wir sollen doch kritisch nachfragen, ob bloß bei denen, die sie doof finden? aha"
16106, Weg mit dem #NetzDG. Kooperation mit allen im Bundestag vertretenen Abgeordneten um das Gesetz mit abstrakter Normenkontrollklage dem Verfassungsgericht vorzulegen. Dazu braucht es 25% der Parlamentarier.
16107,Die neue Pampers Werbung. |LBR| Nur Kinder von Invasoren die man uns dort zeigt. |LBR| Ich würde keine Pampers kaufen. |LBR| Deutsche sollten nur deutsche Produkte kaufen. |LBR| Und deutsche Werbung.
16108,Das stimmt ? ?
16109,  Eines von vielen Meldungen in dem nach Tätern gesucht und Hilfe von Bevölkerung verlangt wird. |LBR| Dabei könnten diese Probleme so einfach so rasch beendet werden..!
16110,Über sowas brauchen wir nicht zu Diskutieren sowas ist Verboten!!! Und es kann auch nicht mit Religion oder Kultur gerechtfertigt werden!!!
16111," Uffff, Gottseidank ist dieser ""Kelch"" an Mecklenburg vorbeigezogen 😜"
16112," Die einzige Alternative. Deutschland bzw Europa verlassen, bevor es zu spät ist."
16113,"Die vom #ZDF gefeierte Merkel-Jugend muss man sich auf der Zunge zergehen lassen:  Unsere geliebten #Flüchtlinge hätten nicht das Recht, in jedes x-beliebige Land einzuwandern!  Huch!  😂🤪 https://t.co/2isw3XPDik"
16114," Meine Eltern und der Rest der Gesellschaft wollten sicher auch, dass ich hetero werde. |LBR| Ist das jetzt schlimm?"
16115,Prioritäten kann #Merkel https://t.co/wQO7hCuoey
16116,Klare Aussage der Kanzlerin: Fluchtursachen bekämpfen! #TVDuell
16117,"Zornige #Flüchtlinge wurden von der libyschen Küstenwache nicht nach Europa, sondern nach #Tunesien verfrachtet:   'Wir brauchen kein Essen. Wir brauchen keine Medizin. Wir wollen nach Europa', skandieren die traumatisierten Familien!  https://t.co/PY8ICTAz6b #Zarzis https://t.co/YE8Ve26FKW"
16118,    Selbst bei der Stasi hätte er bestimmt Verstand haben müssen. 😜
16119,"Sollen doch bitte das Recht auf Schutz der Bürger in Deutschland, die Grenzen dicht zu machen!  Merkel ist nicht mehr tragbar !"
16120,"Es wird eng für die Lügenpresse.. Erste Sparmaßnahmen ha ha.. ---> Grund für die Sparmaßnahmen soll ein Anzeigeneinbruch sein. - Ein harter Schlag für alle freien Tagesspiegel-Autoren: Sie wurden mit sofortiger Wirkung von ihrer Arbeit frei gestellt. Wie das Hamburger Abendblatt berichtet, dürfen sie nur noch in von der Chefredaktion genehmigten Ausnahmefällen für die Berliner Tageszeitung schreiben. Alfons Frese, Vorsitzender des ""Tagesspiegel""-Betriebsrats, hält dies für ""keine intelligente Sparpolitik"". http://meedia.de/2015/10/22/drastische-sparmassnahmen-tagesspiegel-verbannt-alle-freien-autoren/"
16121,Dazu muss man kein Psychoanalytiker sein....
16122,Richtig so....schmeisst das Pack endlich raus.Da wo sie herkamen..
16123,S-Bahn in #Köln: Merkel-Trio übergießt 22-Jährigen mit Wodka und will ihn anzünden!  https://t.co/Qd3rS4KFEe
16124, &amp;  müssen Farbe bekennen: #Linke &amp; #Grüne bringen gemeinsamen Antrag zur Abstimmung ein:Abzug der #Bundeswehr aus #Incirlik!
16125,Wir fordern das Misstrauensvotum gegen Herr Sigmar Gabriel - Bitte auf Facebook und Twitter teilen : https://www.change.org/p/sofortige-amtsenthebung-herr-gabriel-herr-gabriel-handelt-unverantwortlich-und-wir-fordern-das-misstrauensvotum-gegen-herr-gabriel
16126,"Nie niemals, alles Feindpropaganda, lach."
16127,#maischberger Zu den Kosten einer Zuwanderung gehören auch die gesellschaftl. Kosten einer fatalen #Islamisierung sbeschleunigung mit Jihad!
16128,Unfassbar...mitten in Halle...in unserem Deutschland👹👹👹 https://t.co/qfNdYuS9qD
16129,"ich erinnere mich an zeiten da waren wir deutschen die ,die bei den franzosen rumrandaliert haben ....naja"
16130, Normaler weise block ich keine soll ich ??
16131,Weg mit der alten. Aber schnell
16132,_Limmer Solch Kommentare klingen nach erfolglosen Schwätzern. 😂😂
16133,   Bleigießen fällt dieses Silvester bei uns aus. Bin gerade schon geschmolzen.
16134,"_no Dann nutzen Sie einfach nicht antisemitische Stereotypen gegenüber uns #Juden, dann muss man ihnen auch nicht #Antisemitismus vorwerfen!"
16135,"_Fritz Solche aussagen kommen zurecht, wenn man Träger einer Gehirn Prothese ist."
16136,Hoffentlich haben die am Bahnhof von unseren Gutmenschen auch ein Kuscheltierchen bekommen.
16137,Nennt sich jetzt Panne!  Sicherheitspanne in Berlin: Kein Haftbefehl nach Kriegswaffenfund https://t.co/rVBigAqOT1
16138,"Spiegel-Abschlussbericht #Relotius: Viele weitere #Spiegel-Autoren als Verfälscher überführt!  Schäbiger, linksgrüner Journalismus hat fertig!  https://t.co/n6xGNoN7bd"
16139,  Wenigstens einer der such verpisst
16140,Wo kommt denn nur die ganze Kohle her....
16141,"Sag mal, kennen wir uns nicht flüchtig vom Sehen (Hafen Haifa, Stichwort Marine)? 😃 _sven"
16142,_IIna  Die Grünen sollten auch ein Kopftuch tragen damit man ihre dummen Fressen nicht sehen muss!
16143,"Sind doch nur Symptome, die Wirtschaft wird attackiert, darum geht's.  Kein Land in der Welt hat Probleme mit feinstaubverteufelten Öfen oder Dieselfahrzeugen, aber zum Teil niedrigere Grenzwerte. Die Nachbarn wie z.B. die Schweiz zeigen es. https://t.co/RXJbbu71he"
16144,"@realJohr Mal sehen, wer sich seinen Ruf als Mediator ruinieren will..."
16145,"Demokratie und Meinungsfreiheit werden abgeschaft, kein Wunder, mittlerweile hat jeder dritte Politiker  einen Migrationshintergrund, siehe SPD und Grüne, wir deutsche haben nichts mehr zu sagen, müssen arbeiten, arbeiten, arbeiten um den Migranten ein schönes Leben zu ermöglichen."
16146,das ist nicht Selbstüberschätzung sondern schlicht u. einfach absoluter Grööößenwahn!!!!!!!
16147,@Ungebeten1 Ohne Gagen machen die nix.
16148,"Jetzt wieder die typische AfD Hetze gepaart mit dreisten Lügen.... unmöglich, Linksfaschist #Böhmermann"
16149,"Ich muss heute etwas loswerden, habe heute ein Video erhalten , Schwarzafrikaner  schlagen unsere Tiere tot , ich bin so geschockt , ich kann nur mehr heulen, Katze in Weiß wird zu Tode geprügelt , die Augen der Katze  im Video werde ich nie mehr vergessen , brutalste Tierquälerei und die andrehen brüllen wie die Affen und erfreuen sich daran , anderes Video wird eine Frau von einem Schwarzafrikaner angepöbelt, sie verhält sich ruhig , er haut ihr mitten eine ins Gesicht , die Frau fliegt über die Mauer ... Ich habe solche Angst, ich habe solche Angst vor diesen Bestien"
16150,wie wäre es mal die Blöde GEZ die keiner will und braucht ABZUSCHAFFEN wie vor Jahren schonmal geplant...ich gebe lieber nen 5er im Monat als GEZ Gebühr....so spart die Bevölkerung und der Staat bekommt was rein...beide glücklicher....
16151,schwanz an binten an ein dahrzeug  und  ab auf die autoban und  mit  200 auf der autoban fahren bis das scheiß dink abfelt
16152,weiter so !
16153,_Sellner  Facebook ist nur für Bilder und Urlaubsvideos geeignet....es hatte nie andere Absichten ..!
16154,"Wir sammeln Termine von Flüchtlingsinitiativen in NRW. Schreibt uns, wenn wir diese im Newsletter oder bei Facebook aufnehmen sollen."
16155,Vielleicht sollte man noch mehr spenden noch mehr reinlassen und ganz viel mitleid haben und schön die fresse halten sie armen armen armen aus dem super Armen Kriegsgebieten ! (ironie)
16156,"  _SH    _RLP Vielleicht ist es aber auch naiv zu glauben, dass von der #AfD keine Gefahr ausgeht."
16157,"  😜 Ich stehe um 06:00 Uhr auf, nehme eine Herztablette, 5 Kortison u. suche mir Arbeit als Dolmetscher 😜"
16158,"@mariomayl Zur 'Spende' von Marx..Das reicht nicht aus, es ist eine kriminelle Missbrauchssekte, die Menschen die noch da gelistet sind machen sich mitschuldig. Immer mit den Mächtigen, das Konkordat existiert immer noch. https://t.co/40egtTM5iP"
16159,"Es sollten wohl besser die Seiten der Islamisten kontrolliert bzw. blockiert werden, um deren Kommunikation zu unterbinden und dadurch Anschläge zu verhindern. Thilo Sarrazin hat Recht, Deutschland schafft sich ab!"
16160,"_Bernie  Nee, Scheiße kommt woanders raus."
16161,Vorallem hier Bürgerwehren gründen um sich vor denn Menschen zu schützen die ihnen helfen.... Wie wäre es mit der Idee eine Armee aufzubauen um ihr land zubefreien und vorallem ihre Frauen und Kinder die ja zurück gelassen wurden für ein i Phone..... aber soweit können die nicht denken hauptsache ins gemachte Nest setzten und benehmen wie die Neandertaler :D
16162,@Hartes_Geld @AliceWo18626168 Es stimmt!🇮🇹❤️👍🏻
16163,"Merkel und Gauck, ein ideales Paar! Sklaven der Ostküste!"
16164,"Interessant, wie die linke Trollbrigade bei meinem letzten Tweet aufheulte und ihre dumpfen Kommentare erbrach.    Die sind wirklich zu #linksblöd, den Unterschied von Rechtspopulisten und Nationalsozialisten wahrzunehmen und ohrfeigen damit alle NS- und Holocaustopfer!  🤦🏼‍♂️"
16165," _vStorch _seb_ Dümmer geht immer,paßt Stalinisten besser ? Geh besser Grammatikfehler jagen, ist ein rein rotgrünes Ding, bevor Argumente am Geist kratzen!"
16166,"Uns wird täglich etwas von Syrern  vor geschwafelt , die Wenigsten die hier ankommen sind echte Syrer . Wenn sie dann erst einmal hier sind , bleiben sie auch , da wird nicht mehr sortiert ."
16167,Welche Reederei würde sich ihre Kreuzfahrtschiffe von Flüchtlingen |LBR| verdrecken lassen? Besser sind komfortable Lager in Afrika.
16168,_scheibelhut fröhlicher gruß aus der hauptstadt ute. hoffe das mein ice in die freie und hansestadt fährt 🚂
16169,Diese ganze hetze geht mir auf den Sack . Wann peilt Ihr endlich das Ihr nicht alle in einen Topf stecken müsst . Letztens wurde ne Bank ausgeraubt . Alle dachten es sei ein Flüchtling  ohhhhhh und was kam raus ? Ein Alter Mann hat die Bank überfallen . ABER ERSTMAL ALLE BESCHULDIGEN. Wie immer .
16170,"Als #Afd Oberbürgermeisterkandidat von Görlitz wirbt Sebastian Wipfel für Beschränkungen der Kompetenzen des Verfassungsschutzes...!     @BfV_Bund @SMIsachsen     Wollen Sie noch so lange mit einem #Verbotsverfahren warten, bis Sie es gar nicht mehr können...? https://t.co/lRuNhxipTX"
16171,Der deutsche ist so Sau dumm das ers genau so verdient hat !!! Und wenn keine Migranten da sind wird gegen den Nachbarn gehetzt...Hetz Hetz Hetz...und jemand der nicht Arbeitet ist auch gleich Asozial Genau SO habt ihr die Welt über Jahre gewollt. Jetzt kommen einige Menschen her denen auch noch andere Dinge als Hetzen und Arbeiten lieb sind. Sehr Interessant. Statts das ihr jetzt für verbesserungen von Jedermann Demonstriert wird das gleiche gemacht wie vorher..nur diesmal gegen die Flüchtlinge. Ihr fahrt euch selbst gegen die Wand. Dummvolk bleibt Dummvolk ;-)
16172,zum kotzen. ..
16173,"  _Chiara Ich würde sagen, sie hat psychische Probleme und benötigt professionelle Hilfe."
16174,"      _stone_f_sun      @_Apuleius _sj    __D _recht _org Zunächst mal ist deine ""Lebensqualität"" heute trotz der genannten Einschränkungen deutlich höher als ohne wissenschaftliche Errungenschaften. Was Gentechnologie und Künstliche Intelligenz angeht werden diese unsere Lebensqualität noch weiter erhöhen. ..."
16175,"  In einem deutschen Rechtsstaat, säße er hinter Gittern!"
16176,"Auf dieser Seite werden offenbar nur Kommentare im Sinne von Pegida geduldet. Kommentare mit anderer politischer und moralischer Ausrichtung verschwinden plötzlich! Ein solches Verhalten zeugt vom fragilen Gebäude der Organisation , die offenbar Worte Andersdenkender fürchtet."
16177,Es stimmt ja nicht . Die Herren u. Damen beziehen ja nicht Geld vom Staat sondern von mir -  von dier von uns allen. Es wird den deutschen Steuerzahler weg genommen. Das gleiche die Kanzlerin hat in der Woche gesagt - DIE Krankenkassen bezahlen keinen Pfennig für die Asylsuchenden sondern die Städte - Gemeinden - Länder also wieder das Volk. In einer Zeitung der Artikel war gut --- Der kleine Mann auf der Straße muß für die Politik der Kanzlerin bluten. Nicht die wenigen Eliten. Sondern die Masse der Lohnempfänger. Und das würden die Bürger nicht verstehen.Sondern Treiben da durch gerade zu die Leute in die Arme von Pegida - AFD - und sonstige Strömungen.Und das wäre eine Gefahr für Deutschland. WIE WAHR ..
16178,Die pisskuh geht vorher
16179,OMG- schade dass über unsere Behinderten-Älteren und schwer Kranken nicht soviel nachgedacht wird wie über Menschen die uns eigentlich gar nichts angehn!!!!
16180,".......erinnert mich irgendwie an den ""Hooton-Plan""  !

http://deutschelobbyinfo.com/2015/06/28/der-hooton-plan-heute-damals/"
16181,"@FailDef @convalaria1 @Wirklichkeit123 @Tschonka Ja, die über 50 islamischen Länder sind Musterbeispiele für Humanismus, Toleranz und Menschenrechte. Ich würde ja mal über andere Tabletten nachdenken. Viel Erfolg dabei!"
16182,"KerstinM: Türkische ORGANISATION „DITIB“ bezahlte Kölner MOSCHEEBAU, die HIER am 8. Mai 2012 eingeweiht wurde https://t.co/GGkKt4xLH5 https://t.co/hSd91AX6lk"
16183,na ich hoffe denen hat die zuständige polizei dannn auch ein schreiben mit aufenthaltsverboten bei bestimmten veranstltungen in bestimmten gebieten gemacht....so wie sie es bei den anderen von  bürgern gegründeten bewegungen gemacht haben.
16184,In der DDR gab es so etwas auch...man hat uns den Ausweis weggenommen und es gab eine Zuweisung in eine Gemeinde mit Arbeitsplatzbindung! Und dazu noch eine Liste in welche Städte wir nicht dürfen! Jetzt verherrlicht mal nicht die DDR.
16185,Profi? Naja.
16186,Wer vergewaltigt bitte eine 74Jährige?
16187,"Stimmt, führen wir doch die #Scharia ein. Gäbe bald keine #Wiederholungstäter mehr bei Diebstahl. #srfarena #DSI #handab"
16188,"Nur 3 tage deutscher Generalstreik, dann dreht sich nichts mehr in Merkels Traumland. In zeiten von sozialen netzwerken kein problem. ???"
16189," Einziger Lichtblick für alle Deutschen, die AfD!"
16190,Nikolai: Post über den Krieg – der tobt! https://t.co/jCHa8LSj8P https://t.co/g27RQ2h0Sv
16191,_Geld Ich kann diese scheisse mit diesen drecksmigranten einfach nicht mehr ertragen....wenn ich nur schon kanacken sehen wird gruselig....verfluchte Scheisser ..!
16192,Die Deutsche Bahn nimmt sich die Kritik des grünen Bürgermeisters #Palmer zu Herzen.  Ab sofort werden die gesellschaftlichen Verhältnisse realistisch dargestellt!  @DB_Bahn @DB_Presse (Graphic-Credits: @DFakeNews1 #ff) https://t.co/SCQJs8eK6r
16193," Viel Gefährlicher sind die Fundamentalisten, die auch in Wiesbaden wohnen."
16194,Wir habens ja.... wird halt einfach wie immer am eigenen Volk gespart und wenn das nicht reicht wird eben das eigene Volk noch ein bisschen ausgepresst.
16195,Unzensuriert:Kunstprojekt mit Bäumen verhindert Europacupspiel im Wörthersee Stadion: Wörthersee Stadion Foto: Steindy / Wikimedia (CC BY-SA 2.0) Man stelle sich Folgendes einmal vor: Der Wiener Traditionsverein Rapid schafft die Teilnahme am Europacup… https://t.co/qetAH5Nzn0
16196,"gibts diese Woche einen Wettbewerb zwischen #maischberger und #lanz, wer die Gast*in mit der hässlichten Fresse hat?"
16197,   Wir freuen uns darauf. :-) #EinTagimAdvent #Friedenslicht /sth
16198," _oehzen  Ralf, es bewahrheitet sich immer wieder, der Religion gehört generell eine ""Nebenrolle"" ZUGEWIESEN!"
16199,"_tinotschka Ja, das stimmt: Sonntag nach Erscheinung des Herrn. und wenn der 6. Januar selbst auf einen Sonntag fällt, ist es der 13. Januar. Danke für den Hinweis! /fxn"
16200,#Wetzlar: Südländisch aussehender Mann lässt morgens vor einer Passantin die Hosen herunter  https://t.co/lAmKCjRdoZ
16201,Na BRAVO Frau Merkel!
16202,Zwar nicht genug aber immerhin ein anfang/entgegenkommen dem Volk gegenüber.
16203,ach du Scheiße!
16204,Laut #Scholz sind 'Deutschlands fette Jahre vorbei'.  Ach ja? Deutsche sollen also wieder auf 'den Gürtel enger schnallen' eingeschworen werden wie schon beim Wirtschaftsabschwung ~2007? Warum? Dass Milliarden Euros da sind wissen wir ja jetzt.
16205," Ja, wir Männer sind schon genial. Dieses Patriarchat ist unsere beste Idee. Teuflisch raffiniert 😈"
16206,"So ist es wieder brav, Lügenpresse! Nur nicht die Nationalität von diesem Abschaum bekannt geben. Warum lassen sich die Deutschen das gefallen?"
16207,"Anders ist der ganze Mist nicht mehr zu bewältigen ,"
16208,Peinlich wie sich die etablierten Parteien gegenüber der AfD verhalten. Eine bessere Werbung könnte sich die AfD nicht wünschen.
16209,"Obergrenze 😂😂😂 Hoffentlich haben es die Bayern endlich begriffen, dass man ihren ""Eierlosen"" und seinen Haufen lieber nicht gewählt hätte 😜"
16210,Angela Merkel als Kunstkritikerin https://t.co/d3pGMGoIvY  Wenn ich nur den Namen höre überkommt mich (M)E(R)KEL!
16211," unkommentiert vorsetzen. Wo doch sonst soviel Wert auf Gleichberechtigung, Frauenrechte und Erklärbär-TV gelegt wird."
16212,"JC Neubrandenburg entscheidet nach dem Motto &gt; nur ein toter Deutscher ist ein guter Deutscher, Leistungsverweigerungen verkürzen das Leben😜"
16213,Die hat jede Art von Realität verloren und braucht dringend Hilfe am besten ne Einweisung in die Geschlossene für immer und Ewig und ihr Gefolge gleich mit
16214,Lasst uns eine Runde UNO spielen.
16215,"Heute Tag 2 der Sondierungsgespräche mit der Union. Waren wir gestern im Willy-Brandt-Haus so sind wir heute ganztägig im Konrad-Adenauer-Haus, der CDU-Parteizentrale zu Gast. |LBR| Konzentrierte Arbeit in den einzelnen Arbeitsgruppen."
16216,das war doch zu erwarten
16217,"Deutsche Bürger erhalten wegen einer Rechnung von 28.80 € an eine Gerichtkasse 2 Tage ""Erzeingungshaft"". Da ist der kleinwüchsige saarländer ganz gross."
16218,Langsam werden immer mehr Politiker wach dann hätte ich lieber Putin dann weiß man wo man dran ist.
16219,@realJohr Die ganze FPÖ ist moralisch fragwürdig.
16220,"Ich könnte mir durchaus vorstellen, Kevin #Kuehnert und die #SPD abzuschaffen! Oder nein, dass machen die schon selber!😁  https://t.co/qukhGdo4dY"
16221,"die presse kann doch nicht dafür, die sind doch geil auf jede schlagzeile, das sind doch dich machenschaften des ex-ddr als die dem neues deutschland und wie deren partei abhängige zeitungen hiessen, vorschreiben konnten was geschrieben wurde. würde mich nicht wundern, wenn unsere polizei ihre einsatzberichte nicht mehr selbst schreiben darf, sondern wenn das der staatsschutz tun würde. staatsschutz?? was schützt der denn? nur zugereiste und abartige"
16222,"Kann es sein, dass die irgendwie versuchen, ein Schlupfloch zu finden? #Brexit https://t.co/OFxBjNAZSS"
16223,"Ist wie auf der Titanic. Wir schaffen das, ähm ist unsinkbar. Und die Kapelle spielt bis zuletzt ..."
16224," Und wer sich nicht nur in Mutmaßungen ( san) über begnügen will, der kann ja einfach Tweets davor lesen, welche Position _zmd dabei hat"
16225,"Was soll denn diese Schätzung.Lachhaft.Dieses kleine Sümmchen soll uns doch nur beruhigen.Es ist doch nicht einmal abzuschätzen,wie viele noch kommen.Da sind auch noch die Nebenkosten für:Polizeieinsätze,Diebstähle,Vandalismus u.s.w. Kommt alles mit auf die Rechnung.50 Milliarden,wo von träumen die Nachts?"
16226,_  Und der Pappa hat eigentlich immer recht!😊
16227, Geh zurück zu Erdogan in die Türkei !!!!
16228," Weg mit dem Pack !!! Endlich ist es soweit. Und wenn die nichts besseres als die Nahles haben, na dann gute Nacht 😝😝😝😝😝😝😝😝"
16229,"LOL  ""wir schaffen das"""
16230," Hi Marcel, wir haben deine Anmerkungen eingearb. In der Druckversion ist der Fehler schon ausgebügelt. Wir laden bald die korr. Version hoch"
16231," von deinen Islamisten , |LBR| Dschiadisten Freunden ,Und jagt dich olle ... Nackert über die Wies'n"
16232,hoffentlich tut es ihm ordentlich weh !!!
16233,Der Fakt is' lahm...
16234," Die #AfD pflegt einen deutsch-nationalen #Antisemitismus &amp; #Rassismus, der seit 1945 weiterhin in vielen Köpfen in #Deutschland brodelt. Der abartige Hang in der #LuegenAfD zu einem faschistoiden »Deutschtum« kennt mittlerweile keine Grenzen mehr. Diese Partei ist eine Schande!"
16235, Eine sehr eloquente Antwort. Sind Sie stolz auf sich?
16236, Er war jung und brauchte das Geld.
16237,Selbst wenn da einer zu Tote kommt geht es mir am @r*** vorbei.
16238,Möchte noch jemand in den Playboy? 😀
16239,"@BlondJedi Keine Chance.. Als der Herr das Hirn hat regnen lassen, haben die schon fleißig die Schirme aufgespannt.. 😐"
16240,  _vonMontfort weil merkel ja auch schon so oft im moma war... manmanman... 🙄
16241,"Bei 2 Gesundheitsreformen, wurden die Krankentransporte zusammengestrichen, obwohl sie nur 0,05 % der Krankenkassenkosten ausmachten. So mancher Taxi & Mietwagenbetrieb blieb auf der Strecke! Da kann ich bei den jetzigen Transportmaßnahmen für die Flüchtlinge nur den Kopf schütteln. Aber, den Taxibetrieben gönne ich den Umsatz!"
16242,"Ja, ansonsten kann man sie gleich entwaffnen,wozu brauchen sie die Knarren noch...um auf Deutsche zu schießen, oder wie..."
16243,"Die wissen halt wie´s geht, das eigene Volk ist denen wichtig! Hut ab Tschechien!"
16244,🖤❤️#WunDerBlokK #AfD-Fraktionschef  - Nobis zeigt Pein (#SPD) wegen Äußerung an https://t.co/Jba0Aq9epM via @kn_online 1/4
16245,   Wer Kemal Atatürk war sollte eigentlich zur allgemein Bildung gehören. Und nein er ist nicht der Erfinder des Smart phones.
16246,Endlich mal eine gute Nachricht von Prozessbeobachtern: Staatsanwaltschaft fordert Freilassung unter Auflagen. #PeterSteudtner #Tuerkei
16247,"@Ralf64904117 Das ist wieder so ein BestFollower-Müll. Einfach löschen. Auf keinen Fall anmelden, sonst versendet die App in Deinem Namen wiederum PMs an Deine Follower. https://t.co/ieTfD5r0Pw"
16248,"Laut Agrarminister stehen 5 weitere Jahre Glyphosat für die Stärkung der Rolle von Biodiversität u Tierschutz. Ja Mann, lass mal n paar Kohlekraftwerke für eine emissionsfreiere Luft bauen."
16249, Leider nur wenige national eingestellte Mädel.
16250,"Natürlich ist es gelogen, die verbieten euch das Maul so einfach ist das!"
16251," Ich kenne beide Seiten und bin nach 3 Jahren haltloser Zustände seit 2 Jahren in einer wirklichen Wohlfühl-Einrichtung.Wenn wir mal ""jaulen"" dann auf ganz ganz hohem Niveau."
16252,Nach so langer zeit? Das kommt mir schon fragwürdig vor. Niemand hat in 8 Jahren was mitbekomm? Alles klar (wers glaubt)… Europa ist infiltriert bzw. infiziert! Das wird gerade in diesen Tagen immer deutlicher.
16253,SPD ist jetzt gefordert. Sie müsse gerade jetzt über eine Regierungsbeteiligung nachdenken! Jetzt sind Neuwahlen auch eine Option. Nur die Verlierer werden noch mehr verlieren und die Gewinner noch mehr gewinnen.
16254,❝@ManfredWeber kennt noch nicht einmal meine richtige Fraktion im #Europaparlament!❞  @Joerg_Meuthen bei #AnneWill an die Adresse des offenbar völlig desinformierten #EVP-Spitzenkandidaten #Weber.  #Strache #EP2019 #Europawahl2019 #Meuthen  #Ibizagate #Oesterreich #Neuwahlen #AfD https://t.co/Lu6d5spMNP
16255,“...auf jede Fall kei Pferdekopf” Hessen vs. Mafia im #Tatort
16256,wo ist bei diesem mordversuch der aufschrei der presse und der rundfunkanstalten?
16257,"Liebe Freunde, Aufbau eines freien Gesprächskreises ""Deutschland"" im Raum Frankfurt/Main. |LBR| Meldet euch bitte!"
16258,"Bei ZDF ""Berlin Direkt"" dürfen Vertreter von Pro Asyl und Green Peace die Themen ""Klima"" und ""Einwanderung"" ""bewerten, und dann irgendwelche grünen Lokalpolitiker. Ausgewogen ist was anderes."
16259, Ich schließe mich Gauland an....irgendwo in Anatolien entsorgen...!!
16260,Ich zahle in einem christlichen Land jeden Monat ne Menge Kirchensteuer.Wofür?Damit ich immer mehr Muezzin-Rufe höre! #asyl #Islamisierung
